Notes,predicted_label,confidence
back injury / nerve root irritation (DNP),injury,0.24226549538256104
placed on IL with back injury (out for season),long term injury,0.3312921277977705
retired (effective at the end of the season),long term injury,0.3547050675698034
"fined $35,000 by NBA for flagrant foul",fined,0.18414923169179775
placed on IL with upset stomach,injury,0.41910108956827524
stiff neck (DTD),DTD/DNP,0.32882532041115436
called up from NBADL (P),called up from G-leaue,0.2607813598222221
suspended by NBA for 1 game for forearm to and shoving opposing player,suspension,0.4216715939413258
placed on IL with body soreness / knee injury,injury,0.5561599570977188
placed on IL with bruised thigh,injury,0.3958547213161034
bruised left calf (DTD),DTD/DNP,0.45634246357450514
bruised left foot (DTD),DTD/DNP,0.4720969807675793
illness/flu (DNP),illness,0.5954280053804867
placed on IL with flu/illness,illness,0.506978317613401
placed on IL with bone bruise in left knee / sprained left knee,injury,0.32423533803979154
elbow injury (DTD),DTD/DNP,0.22053223317664877
placed on IL with sprained left thumb,injury,0.28755581145902853
placed on IL with eye procedure,injury,0.395831292214918
placed on IL with sore right hamstring,soreness,0.3342190407914302
right index finger injury (DTD),DTD/DNP,0.23413571315537265
placed on IL with sprained right finger,injury,0.4099283092255001
placed on IL with sore back (out for season),long term injury,0.27271903418058896
left wrist injury (DTD),DTD/DNP,0.2403034667646206
placed on IL recovering from surgery on left wrist (out for season),surgery,0.3065123147486095
torn meniscus in left knee (surgery) (DNP),long term injury,0.18091022509994042
damaged cartilage in left knee (out indefinitely),long term injury,0.31807095716872574
recovering from surgery on left knee (out indefinitely),surgery,0.34716508555798165
placed on IL with legal issues,other reasons,0.2756283651400891
sprained right quadricep (DNP),DTD/DNP,0.19619345238344746
strained right quadricep (DNP),DTD/DNP,0.29901586990256607
right calf injury (DNP),DTD/DNP,0.2419168488261732
fractured left ankle / torn ligament in left ankle (out for season),long term injury,0.34628221965101635
fractured left ankle / torn ligament in left ankle (DNP),DTD/DNP,0.22629026943867503
placed on IL recovering from surgery on left ankle to repair fracture and torn ligament,surgery,0.3816485909994656
placed on IL (date 11-18 per P),injury,0.4060922264236164
concussion (out indefinitely),long term injury,0.37512568196850765
"fined $5,000 by NBA for second flopping offense",fined,0.3069629507504087
blood clots in lungs (out indefinitely),long term injury,0.2824785689720715
placed on IL with blood clots in lungs,injury,0.39894540259969336
fractured right pinky finger (DNP),long term injury,0.197867743832564
pinched nerve in left hip (DNP),DTD/DNP,0.20681517674629177
sore left knee (P) / sore right knee (CBC) (DNP),soreness,0.5326149504263913
placed on IL with ankle injury (out for season),long term injury,0.4227475166541134
placed on IL fractured right toe,injury,0.3183038688171615
sore left hip (DTD),DTD/DNP,0.2597132577156495
strained left foot (DNP),DTD/DNP,0.3008565718760887
strained plantar fascia in left foot (DNP),DTD/DNP,0.23751672785218406
placed on IL with strained plantar fascia in left foot,injury,0.3416796750990865
placed on IL with right knee rehab / surgery on left knee (CBC),injury,0.3032178154258787
strained right hamstring (out for season),long term injury,0.3461827138617151
suspended by NBA for 2 games for throwing punch at opposing player,suspension,0.3103306293247682
illness/concussion (DNP),illness,0.6401016307969115
right groin injury (DTD),injury,0.20287413254511133
placed on IL with strained left groin (P) / abdominal surgery (CBC),injury,0.33143040511969696
surgery to repair hernia (DTD),surgery,0.3556679694725156
strained left elbow (DNP),DTD/DNP,0.2104165067826031
sore throat / flu (DNP),illness,0.35541602067650774
hyperextended left big toe (DNP),DTD/DNP,0.20461252717869732
suspended by NBA for 5 games for violating the league's drug policy,suspension,0.304856708567515
strep throat (DNP),illness,0.2349636222980037
left knee synovitis (DNP),injury,0.19128558083043767
surgery on left knee (out for season) (date approximate),long term injury,0.28740946954497865
placed on IL with foot injury / left knee injury (P),injury,0.5064367166149237
bruised left wrist (DTD),DTD/DNP,0.3711565863514829
rehab on knee (out indefinitely),long term injury,0.30862977844884787
placed on IL with rehab on right knee (out for season),long term injury,0.41594976478273665
arthroscopic surgery on both knees (date approximate),surgery,0.15359778766236218
sinus infection (DTD),illness,0.4587820331984059
"fined $5,000 by NBA for second flopping violation",fined,0.3069629507504087
suspended by NBA for 1 game for elbowing opposing player in chin,suspension,0.3790540436573978
suspended by NBA for 3 games for guilty plea in DUI arrest,suspension,0.27112818246738
suspended by team for 1 game for missing team flight,suspension,0.29822558678432015
bruised chest (left game),DTD/DNP,0.2519784994570105
surgery on lower back (out indefinitely),surgery,0.17931196526145438
sprained right foot / rib injury (DNP),injury,0.26782315958850034
rib injury (DNP),DTD/DNP,0.21013760742381674
placed on IL with neck spasms,injury,0.40107546109997894
sprained lower back (DTD),DTD/DNP,0.31310437365079036
placed on IL with sore right wrist/hand,soreness,0.27901037402311973
ulnar nerve transpostion surgery on right elbow (out indefinitely),surgery,0.19302732111487927
placed on IL with respiratory ailment,injury,0.3016287903730578
respiratory ailment (DNP),illness,0.2527130081532952
placed on IL with sprained right ankle / bone bruise in right foot,injury,0.42239885958544465
torn right triceps (DNP),injury,0.21470525361901022
placed on IL with torn right triceps,injury,0.48531971827611653
various injuries (DTD),DTD/DNP,0.36021739923061896
placed on IL with back injury / rest (DTD),injury,0.27671466506650105
surgery on right wrist to remove loose bodies (out indefinitely) (date approximate),surgery,0.17482522521723107
placed on IL with left thigh injury,injury,0.6675702474337094
fractured left thumb (out indefinitely),DTD/DNP,0.24305671717140748
placed on IR for personal reasons,other reasons,0.5352246207383731
placed on IL with sprained left thumb / sore left ankle,DTD/DNP,0.2618406448264001
placed on IL with right foot injury,injury,0.6223275193444394
fractured right ring finger (out indefinitely),long term injury,0.30486986342093
placed on IL with fractured right ring finger,injury,0.33877486422523867
placed on IL with hand injury,injury,0.601040062164476
placed on IL for birth of child,injury,0.7035313093461577
bruised left hand (DTD),DTD/DNP,0.3722994864457255
sore/sprained left ankle (DTD),DTD/DNP,0.37072371921960134
left thumb injury (DTD),DTD/DNP,0.42631752939346046
stiff back (DNP),DTD/DNP,0.2063724879936385
surgery on left ankle to remove bone spurs (out indefinitely),surgery,0.22364317185527535
left thumb ligament injury (DTD),DTD/DNP,0.37682464165257323
placed on IL with strained left thumb,injury,0.31748278348113634
sprained/strained right index finger (DTD),DTD/DNP,0.36721935262072664
right heel injury (DNP),injury,0.21198789391556283
surgery on right heel and Achilles tendon (out indefinitely) (date approximate),surgery,0.16651846388245714
recovering from surgery on right heel and Achilles tendon (DNP),surgery,0.21725618254036194
placed on IL with fractured nose (surgery),injury,0.35290455379898517
placed on IL with sore right Achilles / heel,soreness,0.3749138039780013
sprained right thumb (out indefiinitely),DTD/DNP,0.2325344465566703
surgery on right thumb (out indefinitely),surgery,0.23537502684983627
recovering from surgery on right thumb (DNP),DTD/DNP,0.2124675814519236
placed on IL recovering from surgery on right thumb,surgery,0.26291464857898744
placed on IL with skin infection,injury,0.3649076538014061
"fined $15,000 by NBA for making contact with opposing player",fined,0.16549551831155346
sprained left /right (CBC) ankle (DNP),DTD/DNP,0.28371003516412524
strained left groin (out for season),long term injury,0.366953878227639
placed on IL with stress injury in right fibula (out for season),long term injury,0.3201294939193691
placed on IL with stress injury in right fibula,injury,0.4251049556529799
surgery on left wrist to repair fracture (out indefinitely) (date approximate),surgery,0.2732972378229451
placed on IL with fractured left wrist,injury,0.34903010906887927
placed on IL with sore right big toe,soreness,0.27454289065510373
stress reaction in right leg (DTD),DTD/DNP,0.16980266453079387
sore right leg (DTD),soreness,0.4510437121416342
placed on IL with fractured nose and concussion,injury,0.48136120115291503
placed on IL with sprained pelvis,injury,0.4781471102406349
placed on IL with pelvic injury (out for season),long term injury,0.41956513241526294
"fined $15,000 by NBA for grabbing throat of opposing player during game",fined,0.20692988238672289
right ankle injury (DTD),DTD/DNP,0.232100608798598
"fined $50,000 for his role in altercation during game",fined,0.24810803124548103
placed on IL with right leg injury,injury,0.4995154606355481
right rotator cuff injury (out for season),long term injury,0.5337207701743457
placed on IL with sprained left wrist (out for season),long term injury,0.26821519908281427
surgery on left wrist (out for season),surgery,0.25498463721460723
"fined $25,000 by NBA for making contact with a referee",fined,0.1850236244835935
microdisectomy surgery on lower back to repair herniated disc (out indefinitely),surgery,0.27353524238142124
placed on IL recovering from microdisectomy surgery on lower back to repair herniated disc,surgery,0.25223790516130556
hip injury (out for season),long term injury,0.39644438365733503
placed on IL with sore right hip (out for season),soreness,0.2620349010876271
surgery on right hip (out for season),long term injury,0.22328573733941512
herniated disc in neck (out indefinitely),long term injury,0.22845517075930752
sprained left ankle (P) / flu (CBC) (DNP),DTD/DNP,0.25154750896044853
placed on IL with stress fracture in back,injury,0.2731540853743484
placed on IL with sore/sprained right ankle,injury,0.25779394608158596
"fined $15,000 for hitting opposing player in head with elbow during game",suspension,0.1421295102229791
bruised right rib (DTD),DTD/DNP,0.4547775950076321
"fined $15,000 / $25,000 by NBA for his role in altercation during game",fined,0.3540621393185625
placed on IL with sore Achilles (out for season),long term injury,0.2522925868369407
left eye injury (DTD),DTD/DNP,0.23760242915340193
mouth injury (DTD),DTD/DNP,0.22322167276271496
arm injury (DNP),DTD/DNP,0.21013760742381674
strained right triceps (DNP),DTD/DNP,0.29901586990256607
torn lateral meniscus in left knee (out indefinitely),long term injury,0.3755528725560462
placed on IL recovering from surgery on left knee to repair torn lateral meniscus (out for season),surgery,0.3253807248029489
placed on IL recovering from surgery on right shoulder to repair torn labrum,surgery,0.318095831673019
torn labrum in right shoulder (out for season),long term injury,0.3884963853972057
placed on IL recovering from surgery on right shoulder to repair torn labrum (out for season),surgery,0.31593328130407916
right axillary abscess (DTD),DTD/DNP,0.3433827835349794
player will not participate in any team-related activities pending a league investigation on his arrest on domestic assault charges,other reasons,0.28020058038401047
suspended by NBA for 24 games for guilty plea in domestic violence incident,suspension,0.2623391276786425
placed on IL with right elbow tendinitis,injury,0.34921953707548214
procedure on right knee to reduce swelling (out indefinitely),long term injury,0.3669150627492447
tightness in left knee (DTD),DTD/DNP,0.18984637169145827
placed on IL with tightness in left knee,injury,0.4215794618868577
placed on IL with strained left Achilles,injury,0.4025207606817199
stress fracture in right ankle (out indefinitely),long term injury,0.29352336501905096
stress fracture in right ankle (DNP),DTD/DNP,0.1494567374748997
placed on IL with stress fracture in right ankle,injury,0.27551075238055267
strained right rotator cuff (out indefinitely),long term injury,0.29260938142580567
placed on IL with strained rotator cuff in right shoulder,injury,0.38210115248846044
strained right rotator cuff (DNP),DTD/DNP,0.29901586990256607
shoulder injury / stress fracture in right ankle (P) (DNP),injury,0.18370888924269405
surgery on right shoulder (out for season),long term injury,0.2939237296727252
placed on IL recovering from surgery on right shoulder (out for season),surgery,0.22616572208806673
suspended by NBA for 1 game for hitting opposing player in groin,suspension,0.3749141689237376
suspended by team for 1 game for failure to report to team after All-Star break,suspension,0.29822558678432015
rest / foot injury (DTD),DTD/DNP,0.23688649569622736
sprained left elbow (DTD),DTD/DNP,0.33566959875579183
personal reasons (out indefinitely),other reasons,0.590164559278832
suspended by NBA for 1 game for locking arms with opposing player,suspension,0.4216715939413258
bruised right shoulder (DTD),DTD/DNP,0.31924548415205867
placed on IL recovering from surgery on right shoulder,surgery,0.2511536141733779
sore/strained left shoulder (DTD),soreness,0.2091853264046988
strained patella tendon in right knee (DNP),injury,0.2232281253243329
"fined $10,000 by NBA for using profanity during post-game interview",fined,0.2895862594233292
"arthroscopic surgery on left knee to repair torn meniscus, and ankle (out indefinitely)",surgery,0.31713571051647726
"recovering from arthroscopic surgery on left knee to repair torn meniscus, and ankle (DNP)",surgery,0.31456661928013596
"placed on IL recovering from arthroscopic surgery on left knee to repair torn meniscus, and ankle (out for season)",surgery,0.3199197136275438
left calf tightness (DTD),DTD/DNP,0.26458583556042625
concussion (out for season),long term injury,0.7150425294548213
placed on IL for personal reasons (birth of child),other reasons,0.661187038462145
placed on IL with strained neck (out for season),long term injury,0.25747188965673545
patellar tendinitis in right knee (DNP),long term injury,0.1602866473609654
sprained left ankle / right knee injury,DTD/DNP,0.24433094147753967
strained left knee (out indefinitely),long term injury,0.3807722912143215
surgery for removal of tonsils and adnoids (out indefinitely),surgery,0.36951461304687633
sports hernia (out indefinitely),long term injury,0.37512568196850765
placed on IL with sports hernia,injury,0.7035313093461577
arthroscopic surgery on right knee to remove scar tissue (out indefinitely),surgery,0.26877102416492604
strained right hamstring (out indefinitely),long term injury,0.2700748687550556
right knee injury (out for season),long term injury,0.42380914479499543
surgery on right knee (out for season),long term injury,0.3636206842031398
placed on IL with recovering from surgery on right knee,surgery,0.3117757050696819
sprained left finger (DTD),DTD/DNP,0.4219119864324661
placed on IL with sprained left finger,injury,0.34747163558140504
sore/strained left hamstring (DTD),DTD/DNP,0.28938071322440595
bruised left shin (DTD),DTD/DNP,0.5451126430180354
stress fracture in right ankle/tibia (DNP),long term injury,0.1649259384493672
placed on IL with stress fracture in right ankle/tibia (out for season),long term injury,0.30685532244886793
surgery on right tibia to repair stress fracture (out for season),surgery,0.2946901152144553
placed on IL with stress reaction in right ankle,injury,0.24579263828019118
stress reaction in lower right leg (DTD),DTD/DNP,0.1895982237010065
surgery on lower right leg to remove screw (DTD),DTD/DNP,0.24412617273256274
recovering from surgery on lower right leg to remove screw / rest (DTD),DTD/DNP,0.24106927468086017
lower right leg injury (DTD),DTD/DNP,0.22435228797600174
leg injury (DTD),DTD/DNP,0.20295245676569862
left toe injury (DTD),DTD/DNP,0.29558728091824765
fractured right interior orbital wall (out for season),long term injury,0.40096920025066846
surgery to repair fractured right interior orbital wall (out indefinitely),surgery,0.34696603258842945
recovering from surgery to repair fractured right interior orbital wall (out for season),surgery,0.3780114632063008
turf toe (DTD),illness,0.18640111905543152
strained lower abdominal (out for season),long term injury,0.2559233023542954
placed on IL with strained lower abdominal (out for season),injury,0.3275683488033993
left elbow injury (DTD),DTD/DNP,0.26708200795946163
placed on IL with right elbow injury (out for season),long term injury,0.30752786919315805
fractured sternum (DTD),DTD/DNP,0.24344219422311997
right shoulder injury (out for season),long term injury,0.4305945693597456
suspended by NBA for 4 games for pleading guilty to attempted criminal possession of a weapon,suspension,0.25862978608409426
suspended by NBA for 4 games for weapons charge,suspension,0.3453768509500363
right calf injury (DTD),DTD/DNP,0.2791899353732152
placed on IL with right calf injury,injury,0.4397691651300613
placed on IL recovering from surgery on left foot/toe,surgery,0.3278529684785841
sprained left ankle / knee (DNP),DTD/DNP,0.31513173987212323
placed on IL with sore lower left leg,injury,0.2898240798823746
placed on IL with right hand injury / hip injury (P),injury,0.6066466217888706
placed on IL with left big toe injury,injury,0.48175093785104295
placed on IL with left big toe injury (out for season),injury,0.33599988882733944
placed on IL with sore ribs,soreness,0.3754591586626342
birth of child (DTD),DTD/DNP,0.36021739923061896
sprained left thumb (out for season),DTD/DNP,0.31909090384316496
surgery on left big toe and left thumb (out for season),DTD/DNP,0.18353237673014403
strained right big toe (DTD),DTD/DNP,0.23280215964377218
placed on IL with strained right big toe,injury,0.35705401669004483
"fined $25,000 by NBA for confronting referee and failing to leave the court in a timely manner after being ejected from game",fined,0.2622357944290391
death in family (DTD),other reasons,0.3462627856017907
arthroscopic surgery on right knee to repair torn lateral meniscus (out indefinitely),surgery,0.29933543448843447
suspended by NBA for 1 game for kicking opposing player in head,suspension,0.3707945714823959
bruised/strained right quadriceps (DNP),DTD/DNP,0.40203764666868724
strained left groin/hip (DNP),DTD/DNP,0.22152857110069005
strained left leg (DTD),DTD/DNP,0.25855550274869427
sprained right calf (DTD),DTD/DNP,0.2522654636352264
calf injury (out for season),long term injury,0.36618028202968467
placed on IL with strained right calf (out for season),long term injury,0.3448059976115072
sore left quadricep (DTD),soreness,0.3518696088692415
sore knee (out for season),long term injury,0.4495977753848155
sore knee (DTD),soreness,0.4073340766866607
placed on IL with strained right quadriceps,injury,0.331614382415475
"fined $10,000 by NBA for pushing opposing player",fined,0.1844855530034107
torn ACL in left knee (out indefinitely),long term injury,0.3527019523943149
recovering from surgery on left knee to repair torn ACL (DNP),surgery,0.35945965526690515
bruised left rib (DTD),DTD/DNP,0.5451126430180354
fractured right hand (DNP),injury,0.17984725425907952
ankle injury (out for season),long term injury,0.49891074213231085
suspended by NBA for 1 game for pleading no contest to reckless driving,suspension,0.3966166139480685
arthroscopic surgery on right wrist to repair torn ligament (out indefinitely),surgery,0.3902466790774301
placed on IL recovering from arthroscopic surgery on right wrist to repair torn ligament,surgery,0.3788265936746735
placed on IL with sore right wrist (P) / back injury (CBC),injury,0.2731969004480991
visa issues (DNP),illness,0.18072183192374008
right foot inflammation / strained left hamstring (DNP),DTD/DNP,0.25248580925955194
strained left hamstring / strep throat (DNP),DTD/DNP,0.239861931494607
calf injury (DNP),DTD/DNP,0.2340797490425943
placed on IL with tighness in hamstring,injury,0.3952888372782396
sore/tight left hamstring (DTD),DTD/DNP,0.2605564140868029
placed on IL with tightness in left hamstring,injury,0.3456603657762659
"fined $10,000 by NBA for inappropriate comments during post-game interview",fined,0.22763402666153262
"fined $15,000 by NBA for verbally abusing referee during game",fined,0.1843609683037624
placed on IL with stiffness in lower back,injury,0.5991123341300365
bruised left leg (DTD),DTD/DNP,0.3901478675278649
"fined $25,000 by NBA for throwing ball into stands during game",fined,0.25175401586094004
placed on IL with dental ailment,injury,0.3839406273993133
left hip injury (DTD),DTD/DNP,0.2896279579092462
placed on IL with tightness in lower back,injury,0.4050443649261707
placed on IL with cervical injury,injury,0.4825682434547761
"fined $25,000 by NBA for directing inappropriate language toward official and throwing game ball into the stands during game",fined,0.2217871587585198
fractured left wrist (out for season),long term injury,0.3302451067113838
surgery on left wrist to repair fracture (out for season),surgery,0.3184512474839433
placed on IL recovering from surgery on left wrist to repair fracture (out for season),surgery,0.3712796968598686
"fined $15,000 by NBA for shoving opposing player",fined,0.21194922191188775
sprained right ankle/ right knee injury (DTD),injury,0.21046015897949313
rest / sore right knee (DTD),soreness,0.34564982440459535
"fined $15,000 by NBA for making contact with head and/or neck of opposing player",fined,0.15194528154366982
suspended by NBA for 1 game for fourth flagrant foul in 2015 playoffs,suspension,0.3643634470121315
rest / back injury (DTD),DTD/DNP,0.22863747024137532
soreness/stiffness in lower back (DTD),DTD/DNP,0.2832011950798053
suspended by NBA for 1 game for making contact with referee,suspension,0.32053177978840003
"fined $15,000 by NBA for kicking seat cushion into stands",fined,0.25211189016058494
fractured patella in left knee (out indefinitely),long term injury,0.2723980778491103
fractured patella in left knee (DNP),injury,0.25785916954216154
sprained toe on left foot (DTD),DTD/DNP,0.30926795463986057
"fined $25,000 by NBA for shoving opposing player during an altercation during game",fined,0.27033698647461657
torn left hamstring (out indefinitely),long term injury,0.2734558260939225
torn left hamstring (DNP),DTD/DNP,0.17611726451346402
rest / torn left hamstring (DNP),DTD/DNP,0.16720832896830262
torn right hamstring (out indefinitely),long term injury,0.30404887010028525
called up from NBADL (CBC),called up from G-leaue,0.2035266748508153
called up from NBADL (R),called up from G-leaue,0.2607813598222221
right foot injury (out indefinitely),injury,0.23565973366037896
torn tendon in right foot (DNP),injury,0.28892102224904465
surgery on right foot to repair torn tendon,surgery,0.3454616706843528
right knee injury (out indefinitely),long term injury,0.28824139169714835
torn ligament in left wrist (out indefinitely),long term injury,0.20216345748058245
torn ligament in left wrist / knee injury (CBC) (DNP),injury,0.21921696229252685
surgery on left wrist and right knee (out indefinitely),long term injury,0.2533830836484186
torn left Achilles tendon (DTD),injury,0.2206983568650474
sore/strained right calf (DNP),DTD/DNP,0.24762436275166647
strained right hip flexor (DTD),injury,0.24568062250711226
surgery to repair atrial flutter (out indefinitely),surgery,0.456547105385916
knee injury / illness (DTD),illness,0.29788299889405073
placed on IL with surgery on knee,injury,0.41217075494365174
placed on IL with back spasms (out for season),injury,0.31619381260914525
suspended by NBA for 1 game for hitting opposing player in throat,suspension,0.3748729889481661
hamstring injury / rest (DTD),other reasons,0.2631352206997169
"fined $25,000 by NBA for pursuing a referee and failing to leave the court in a timely manner after being ejected from game",fined,0.2622357944290391
fractured right ankle (out for season),long term injury,0.42341975170046936
placed on IL with fractured left hand (out for season),injury,0.32798242566809527
sore/strained right hamstring (DNP),DTD/DNP,0.25222519918249015
heel injury (DNP),injury,0.1964816806309639
sore right quadriceps (DTD),soreness,0.2789166583495271
strained left thigh (DTD),DTD/DNP,0.3582819272665383
surgery to repair torn left hamstring (out indefinitely),surgery,0.3716200434191788
placed on IL recovering from surgery to repair torn left hamstring,surgery,0.3857415891951292
right finger injury (DTD),DTD/DNP,0.23364476022663636
left groin injury (DTD),DTD/DNP,0.2315388972874302
placed on IL with sore left wrist,soreness,0.24955439254660677
sore left wrist (DTD),soreness,0.21012258567957015
placed on IL with sprained MCL in left knee (out for season),long term injury,0.3967244095519133
surgery on left wrist to repair torn ligament (out indefinitely) (date approximate),surgery,0.343289919956054
recovering from surgery on left wrist to repair torn ligament (out indefinitely),surgery,0.4761689747005366
arthroscopic surgery on both ankles (out indefinitely),surgery,0.21747652620920102
placed on IL recovering from surgery on both ankles,surgery,0.2346310523978328
sprained (P) / fractured (CBC) right foot (DNP),injury,0.2212009384974339
sprained right foot (P) (DNP),injury,0.242407798433799
fractured right foot (out indefinitely),long term injury,0.1936320815590229
fractured right foot (DNP),injury,0.2060328067324406
placed on IL with fractured right foot,injury,0.41366263178076657
"fined $10,000 by NBA for altercation during game",fined,0.3186373248726524
left calf injury (DTD),DTD/DNP,0.31533347828885205
placed on IL with toothache,injury,0.7035313093461577
placed on IL with strained left calf (out for season),long term injury,0.3644383803047307
sprained right index finger (DTD),DTD/DNP,0.2779766359762432
placed on IL with sprained MCL in right knee (out for season),long term injury,0.41774373658986835
sore lower abdomen / strained oblique (DTD),DTD/DNP,0.2645863510070159
ruptured ligament in left middle finger (out for season),long term injury,0.3743100534398391
surgery on left middle finger to repair ruptured ligament (out for season),surgery,0.3951927564957572
placed on IL with recovering from surgery on left middle finger to repair ruptured ligament (out for season),surgery,0.42414731211626666
"fined $15,000 by NBA for making obscene gesture",fined,0.2362665219399594
fractured right wrist (DTD),DTD/DNP,0.19552374990250618
surgery on right wrist to repair fracture (out indefinitely),surgery,0.309991751970299
placed on IL recovering from surgery on right wrist to repair fracture,surgery,0.3339383022063779
fractured right elbow (out indefinitely),long term injury,0.2279734220397055
placed on IL with fractured right elbow,injury,0.28624844789449616
bruised right knee (out indefinitely),long term injury,0.2857954066449171
arthroscopic surgery on right hip (out for season),surgery,0.21153349651199413
sore abdominal muscle (DNP),soreness,0.22137949335119905
"fined $15,000 by NBA for making excessive contact above the shoulders of opposing player",fined,0.16549551831155346
bruised tailbone (DNP),DTD/DNP,0.38292377169041997
bruised right hand (DNP),DTD/DNP,0.27721771912676246
sore/strained left Achilles (out for season),long term injury,0.30593839606392226
placed on IL with sore/strained left Achilles (out for season),long term injury,0.2722634876083342
placed on IL with sore right groin,soreness,0.44182151189986096
bruised right quadriceps (out for season),DTD/DNP,0.2581089369156371
placed on IL with bruised right quadriceps (out for season),injury,0.23328376461932088
"fined $15,000 by NBA for flagrant foul (elbowed opposing player in face)",suspension,0.15251104090648737
placed on IL with sore left leg,soreness,0.2875890648783414
left hamstring injury (DTD),DTD/DNP,0.2664609719996169
torn ligament in left elbow (out for season),long term injury,0.29094010634571926
placed on IL with torn ligament in left elbow (out for season),long term injury,0.27810770009360797
sore/strained right calf (DTD),DTD/DNP,0.301761903755094
"fined $15,000 by NBA for attempting to throw opposing player to the floor",fined,0.21194922191188775
sore left / right (Y) calf (DTD),DTD/DNP,0.2661115616582381
placed on IL with tendinitis in knee,injury,0.4564943059995007
"fined $10,000 by NBA for kicking chair",fined,0.21835197483045243
strained groin (CBC) / strained core muscle (P) (DTD),DTD/DNP,0.2141496943857382
placed on IL with strained rotator cuff in left shoulder / rest,injury,0.28377751602050955
suspended by NBA for 2 games for pleading guilty to DWI,suspension,0.2654317552862425
impacted wisdom tooth (out indefinitely),long term injury,0.2286398795056634
placed on IL with impacted wisdom tooth,injury,0.3858692092105346
"fined $5,000 by NBA for violating the league's anti-flopping rules for the second time",fined,0.2668147026915193
hyperextended left thumb (DTD),DTD/DNP,0.444682052742858
torn left Achilles (out for season),long term injury,0.30053581164953924
placed on IL with torn left Achilles (out for season),injury,0.33389352439163195
placed on IL with torn left Achilles,injury,0.4445734410732844
strained adductor muscle in left groin (out indefinitely),long term injury,0.2259939985920206
placed on IL with strained adductor muscle in left groin,injury,0.3617629476846595
placed on IL with strained right knee / right calf injury (P),injury,0.35036962658932114
suspended by NBA for 5 games for violating the league's anti-drug policy,suspension,0.304856708567515
player began serving 5 game suspension,suspension,0.2635089321048526
placed on IL recovering from surgery on right knee to repair torn lateral meniscus,surgery,0.32186708494102645
placed on IL with sore right shoulder (out for season),soreness,0.2865792841105487
surgery on right shoulder to repair torn tendon (out indefinitely),surgery,0.33770875846581966
placed on IL with strained right shoulder,injury,0.32754514469573776
placed on IL with bruised sternum,injury,0.3958547213161034
bone bruise in right knee (out indefinitely),long term injury,0.3725131864896862
placed on IL with concussion (DTD),injury,0.45585495629097955
placed on IL with bruised quadriceps,injury,0.3242810393186725
placed on IL with torn meniscus in left knee,injury,0.37174859299347807
placed on IL with bursitis in left shoulder,injury,0.3267950611214858
bone bruise in right knee (out for season),long term injury,0.48431115404038616
placed on IL with bone bruise in right knee (out for season),long term injury,0.44381836643754186
"fined $10,000 by NBA",fined,0.2648449676059409
placed on IL with strained left adductor,injury,0.36272522682477953
"fractured fibula, ligament damage in leg (out for season)",long term injury,0.3640351629240411
"placed on IL with fractured fibula, ligament damage in leg (out for season)",long term injury,0.3439569063024167
surgery on right leg to repair fractured fibula and ligament damage (out for season),surgery,0.32210718241810815
placed on IL with groin injury (DTD),injury,0.3660217316805284
sore/strained groin (DTD),soreness,0.2507426606116369
placed on IL with sore/strained groin,soreness,0.2816156903955885
"fined $25,000 by NBA for using foul language toward fans during game",fined,0.2600549213134999
placed on IL with strained calf,injury,0.36609731893213493
placed on IL with bruised tailbone / sore lower back,injury,0.347164495152695
strained left Achilles (DTD),DTD/DNP,0.22567404774997515
placed on IL with sprained left toe,injury,0.3756199008243181
"fined $25,000 by NBA for making obscene gesture during game",fined,0.2610450604160325
right hand injury (DTD),injury,0.23701174530719518
"fined $15,000 by NBA for publically criticizing referees following game",fined,0.23112318361453274
"fined $25,000 by NBA for escalating altercation with opposing team",fined,0.21144497922455746
"fined $35,000 by NBA for altercation with opposing player during game",fined,0.24859783998431445
"fined $50,000 by NBA for elbowing opposing player",fined,0.16668869819474993
torn left oblique (out indefinitely),long term injury,0.2856461403538645
placed on IL with torn left oblique,injury,0.48215182731914025
"fined $35,000 by NBA for confronting and verbally abusing during game",fined,0.1852329322757383
COVID-19 coronavirus (out indefinitely),illness,0.20080799193234458
"fined $15,000 by NBA for criticizing referees",fined,0.23638044354388862
suspended by NBA for 1 game for directing threatening language toward a referee,suspension,0.30590831115559985
placed on IL with bruised right calf (out for season),long term injury,0.26526588642063925
"fined $35,000 by NBA for directing inappropriate language toward game official during game",fined,0.19994140682265982
"fined $4,000 by NBA for ejection from game",fined,0.37992449208134194
"fined $25,000 by NBA for initiating an on-court altercation",fined,0.2770802589094844
sinus ailment (DTD),illness,0.27873382330411717
"fined $25,000 by NBA for post-game confrontation",fined,0.37992449208134194
placed on IL recoveruing from surgery on left shoulder to repair separation (out for season),long term injury,0.29444819859066934
bruised left quadriceps (DTD),DTD/DNP,0.44880708933224933
placed on IL with recovering from arthroscopic surgery on left knee to remove loose body,surgery,0.2777357460592546
placed on IL with sore left foot / left big toe,injury,0.2640253532912878
"fined $1,000 by NBA for bench incident",fined,0.2647804040317933
right calf injury (out for season),long term injury,0.3885341400818674
placed on IL with right thumb injury,injury,0.45712271008140776
"fined $15,000 by NBA for flagrant level 2 foul",fined,0.21407634549621363
dislocated left shoulder (DTD),DTD/DNP,0.20812654577123363
placed on IL with sore right quadriceps,soreness,0.38850385912646784
right wrist injury (surgery) (out indefinitely),injury,0.18552490599974494
